---------------------------  data, labels -------------------------
['641' '1491' '549' '1714']0
['721' '2096' '1622' '52']0
['1906' '1015' '134' '750']1
['12' '1099' '1797' '235']0
['1310' '170' '1495' '1550']0
['526' '558' '1386' '1702']0
['803' '1164' '1578' '325']0
['983' '1221' '1610' '177']0
['1935' '1434' '904' '1048']0
['1179' '2263' '1188' '1354']0
['344' '2230' '1001' '1202']0
['233' '310' '1188' '1895']0
['267' '78' '1746' '936']0
['1016' '243' '1610' '566']0
['240' '1209' '1596' '1854']0
['436' '1405' '1063' '1177']0
['707' '1212' '901' '242']0
['83' '1099' '880' '1311']0
['287' '468' '139' '1051']1
['601' '1491' '1310' '401']0
['1480' '122' '510' '936']0
['322' '1621' '314' '1701']1
['226' '748' '556' '167']0
['537' '1828' '257' '1674']0
['1784' '957' '1188' '1702']0
['419' '1096' '1776' '109']0
['992' '2364' '323' '1534']0
['920' '1937' '22' '1068']1
['1954' '2181' '1106' '1700']0
['287' '848' '542' '167']0
['131' '451' '1211' '386']0
['1310' '2270' '1196' '1702']0
['634' '1212' '1392' '1702']0
['287' '1356' '1188' '909']0
['120' '78' '1576' '1719']0
['1093' '1184' '1396' '1702']1
['233' '33' '1518' '1207']0
['287' '1448' '1188' '1603']0
['1798' '2127' '387' '742']0
['232' '1209' '1767' '834']0
['1994' '1057' '323' '558']1
['67' '2326' '1064' '1709']0
['386' '2128' '505' '327']0
['498' '78' '512' '1692']0
['1165' '1295' '323' '492']0
['960' '553' '413' '985']0
['1784' '1423' '141' '842']1
['114' '1838' '1610' '1914']0
['1219' '354' '106' '97']1
['131' '1209' '1621' '784']0
['287' '29' '375' '1321']0
['1304' '1959' '595' '834']0
['366' '2395' '817' '1868']0
['1310' '2128' '1369' '1528']0
['960' '553' '1643' '1857']0
['114' '1317' '1283' '1434']0
['1026' '844' '257' '809']1
['173' '1980' '1610' '1327']0
['1935' '275' '872' '1743']0
['114' '1274' '1211' '1168']0
['53' '44' '1488' '249']0
['1797' '2127' '1610' '1062']0
['287' '1597' '626' '1420']0
['226' '2181' '1610' '377']0
['64' '1501' '1008' '96']0
['131' '2356' '1163' '233']0
['1310' '1515' '1160' '834']1
['124' '2222' '139' '1053']0
['1603' '1332' '929' '1472']0
['344' '792' '1700' '1214']0
['1784' '412' '801' '1720']0
['1784' '1338' '1762' '809']0
['1187' '2077' '321' '1709']1
['1994' '1362' '1748' '1916']0
['126' '78' '892' '973']0
['235' '1069' '1648' '857']0
['820' '2263' '1608' '834']0
['1554' '2378' '265' '1128']1
['1798' '2133' '406' '81']1
['19' '2393' '1622' '1434']0
['1320' '1765' '1609' '1609']0
['769' '515' '892' '389']0
['287' '1620' '139' '335']1
['1095' '2318' '142' '743']1
['923' '2173' '439' '139']0
['1950' '2029' '404' '109']0
['1125' '2167' '129' '1614']1
['846' '2128' '1555' '167']0
['233' '220' '207' '1846']0
['622' '1491' '1610' '1256']0
['1784' '1500' '257' '1583']1
['117' '844' '1747' '147']0
['1533' '73' '892' '1442']0
['263' '1066' '1210' '304']0
['1476' '146' '595' '1470']0
['976' '941' '1702' '1274']0
['415' '2152' '129' '334']1
['486' '439' '139' '1692']1
['1784' '738' '1188' '858']0
['287' '1956' '375' '97']0
['265' '1150' '139' '159']0
['240' '371' '1290' '903']0
['386' '1276' '323' '532']0
['231' '2393' '1396' '97']0
['274' '2134' '1747' '1726']0
['18' '1177' '1776' '109']0
['1310' '479' '16' '1915']1
['1819' '2128' '769' '1226']0
['1786' '2173' '433' '1008']0
['124' '2356' '1600' '1916']0
['93' '1477' '1609' '834']0
['1006' '953' '520' '1702']0
['236' '2318' '323' '1035']0
['718' '830' '502' '948']0
['1784' '2302' '375' '1702']0
['1943' '2173' '484' '1919']0
['124' '234' '348' '1126']0
['118' '2136' '892' '1233']0
['1153' '2339' '1610' '605']0
['616' '1099' '1329' '1373']0
['1784' '1338' '1762' '332']0
['1867' '1459' '1602' '1743']0
['1784' '2038' '502' '1707']1
['126' '257' '901' '178']0
['1006' '1477' '1776' '162']0
['1279' '346' '325' '1743']0
['330' '934' '106' '40']1
['1095' '1041' '525' '105']0
['1784' '766' '129' '1846']1
['616' '1099' '1329' '1373']0
['124' '730' '1591' '971']0
['1819' '1697' '1008' '266']0
['124' '1839' '1609' '22']0
['1784' '1453' '1785' '1720']0
['1507' '1295' '323' '1266']0
['449' '958' '1610' '1878']0
['371' '440' '1643' '599']0
['9' '1795' '152' '1429']1
['701' '1020' '9' '1718']1
['1728' '1212' '375' '1915']0
['281' '2326' '393' '1484']0
['1762' '1099' '1174' '903']0
['1784' '328' '1206' '446']0
['1795' '1823' '370' '164']0
['113' '1966' '1137' '243']0
['1903' '346' '746' '1702']1
['960' '884' '1610' '1782']0
['407' '1164' '1638' '717']0
['1008' '2272' '992' '982']0
['117' '2182' '902' '1846']0
['880' '1294' '39' '834']1
['505' '1526' '1643' '47']0
['1310' '1099' '1059' '1701']0
['287' '681' '257' '1429']1
['114' '2318' '1018' '1478']0
['235' '219' '1611' '579']0
['1047' '170' '1565' '1506']0
['871' '1492' '1626' '985']0
['1823' '1428' '1610' '1326']1
['114' '1041' '1421' '1149']0
['293' '2131' '129' '809']1
['1640' '1556' '268' '1846']1
['1150' '161' '320' '1702']1
['1784' '957' '1188' '1702']0
['287' '749' '180' '1107']1
['1008' '1539' '1270' '1702']0
['419' '2128' '1162' '854']0
['783' '2328' '375' '834']0
['236' '518' '974' '858']0
['1860' '793' '1188' '948']0
['7' '170' '1073' '1514']0
['1008' '1047' '375' '965']0
['1996' '695' '375' '1255']0
['116' '1069' '528' '1445']0
['39' '78' '366' '1368']0
['1686' '2318' '323' '724']0
['283' '275' '370' '164']0
['1994' '452' '906' '1434']0
['517' '174' '443' '1702']1
['1784' '2038' '1762' '623']0
['1310' '1116' '375' '841']0
['194' '2318' '323' '1086']0
['1310' '1268' '139' '1447']1
['498' '1212' '901' '1143']0
['233' '422' '563' '483']0
['1784' '1115' '265' '866']1
['124' '2076' '375' '7']1
['1784' '1619' '312' '1916']1
['978' '2393' '1770' '146']0
['873' '1491' '1610' '340']0
['226' '2181' '1610' '377']0
['791' '2127' '503' '1702']0
['226' '1150' '1739' '192']0
['981' '941' '1242' '1028']0
['769' '515' '892' '389']0
['216' '354' '216' '62']0
['1819' '1411' '257' '1846']1
['287' '2009' '1360' '1743']0
['791' '2127' '503' '1702']0
['124' '78' '1670' '948']0
['440' '1436' '546' '932']0
['1150' '1271' '1610' '1878']1
['1789' '1823' '1169' '1741']0
['344' '336' '477' '109']0
['1310' '170' '907' '1175']0
['124' '1314' '413' '109']0
['287' '947' '375' '1866']0
['124' '2318' '323' '836']0
['1047' '954' '1188' '1704']0
['1369' '996' '404' '893']0
['634' '2128' '59' '1590']0
['946' '1585' '271' '1085']1
['1179' '1361' '1075' '109']0
['1784' '1376' '1188' '162']0
['1966' '2059' '980' '525']0
['1188' '2364' '323' '1035']0
['946' '2000' '1188' '1547']0
['1602' '288' '1188' '537']0
['1310' '732' '188' '1702']1
['1499' '2173' '1416' '1702']0
['1978' '2173' '323' '1099']0
['744' '1521' '137' '335']1
['140' '2270' '536' '1709']0
['1784' '481' '1143' '1168']0
['273' '2383' '580' '1743']0
['124' '1240' '1643' '1916']0
['946' '7' '1057' '1702']0
['1654' '531' '129' '1846']1
['978' '243' '1544' '167']0
['1008' '1290' '1236' '646']0
['987' '170' '1259' '567']0
['155' '1482' '1731' '1701']0
['344' '444' '1610' '1741']0
['1224' '1836' '129' '1419']1
['960' '1164' '932' '1217']0
['628' '1273' '1700' '903']0
['1319' '791' '1188' '33']0
['233' '122' '1088' '1149']0
['124' '2154' '1152' '936']0
['287' '543' '1717' '1702']0
['356' '736' '328' '1126']0
['1332' '278' '1117' '652']0
['750' '1249' '135' '1710']1
['223' '1511' '932' '89']0
['1193' '2026' '1658' '1702']0
['1784' '1431' '1188' '109']0
['1146' '210' '1610' '1331']0
['429' '146' '1231' '742']0
['379' '1321' '961' '109']0
['1580' '2127' '1803' '755']0
['1784' '2290' '1383' '950']0
['576' '2137' '1399' '213']0
['1320' '379' '503' '250']0
['124' '1644' '1643' '331']0
['1083' '243' '566' '1207']0
['226' '2347' '892' '1442']0
['882' '243' '1762' '1473']0
['1784' '1617' '265' '1178']1
['1949' '43' '36' '825']1
['1664' '1491' '690' '167']0
['1950' '2334' '1643' '712']0
['119' '1161' '1008' '1846']0
['907' '354' '39' '1868']1
['417' '170' '1230' '557']0
['680' '1504' '1643' '517']0
['825' '892' '353' '1718']0
['1008' '1180' '1609' '1108']0
['266' '1209' '1008' '1916']0
['1784' '2097' '1045' '728']0
['124' '2383' '484' '1778']0
['1215' '240' '1609' '946']1
['1310' '2128' '1208' '1334']0
['322' '2127' '1396' '26']0
['1966' '170' '1072' '988']0
['669' '243' '1382' '1787']0
['655' '243' '456' '327']0
['1826' '1491' '323' '1827']0
['1111' '2128' '1193' '1056']0
['336' '2244' '1188' '916']0
['407' '2128' '1768' '1168']0
['1562' '2128' '210' '1891']0
['552' '605' '39' '112']1
['1093' '1831' '299' '1491']1
['114' '1697' '1610' '1172']0
['1310' '2128' '403' '167']0
['1320' '1606' '502' '1252']0
['727' '176' '26' '834']1
['1203' '1164' '1638' '1743']0
['379' '170' '1736' '1904']0
['452' '1164' '932' '1280']0
['114' '1246' '1008' '1407']0
['1319' '791' '1188' '33']0
['1047' '2128' '1432' '717']0
['1095' '1209' '1175' '867']0
['229' '1124' '375' '1293']0
['550' '1491' '1610' '475']0
['324' '1491' '1611' '1878']0
['184' '68' '1739' '1067']0
['1095' '350' '1609' '1431']0
['445' '2128' '913' '834']0
['1316' '1237' '404' '893']0
['994' '2128' '825' '1206']0
['1895' '27' '1739' '1864']0
['1003' '2317' '268' '1846']1
['1788' '849' '1001' '725']0
['1783' '2318' '1175' '1440']0
['281' '2128' '1271' '1885']0
['281' '1069' '1396' '903']0
['881' '2128' '1346' '1701']0
['993' '880' '1188' '1703']0
['1745' '275' '1114' '165']0
['1066' '1863' '1610' '918']0
['509' '574' '386' '1743']0
['1450' '243' '838' '1228']0
['1341' '1021' '1325' '325']0
['1823' '668' '323' '1331']0
['1946' '1069' '1731' '1345']0
['1392' '1491' '1626' '502']0
['39' '1589' '672' '1324']0
['505' '124' '1396' '1891']0
['985' '243' '932' '955']0
['37' '1164' '337' '878']0
['1316' '1182' '39' '1916']1
['1994' '275' '323' '574']0
['67' '2326' '1064' '1709']0
['492' '1526' '1040' '167']0
['1784' '664' '1188' '1919']0
['41' '106' '197' '24']0
['1185' '243' '357' '858']0
['320' '1491' '1245' '1153']0
['1319' '1444' '1027' '1701']0
['54' '553' '170' '97']0
['498' '1150' '1491' '834']0
['1310' '2128' '680' '1710']0
['167' '2393' '1340' '202']0
['1620' '1164' '323' '1043']0
['616' '1099' '1329' '1373']0
['187' '2198' '541' '1168']0
['1047' '170' '1484' '473']0
['81' '36' '299' '831']1
['619' '1970' '673' '903']0
['1530' '801' '322' '650']1
['245' '243' '1635' '1178']0
['615' '531' '1643' '1702']0
['809' '1618' '434' '167']0
['1686' '1338' '1776' '109']0
['893' '1164' '1610' '840']0
['1047' '1515' '502' '834']1
['1047' '728' '1501' '1359']0
['1801' '2167' '257' '1429']1
['114' '1041' '1088' '1805']0
['1784' '345' '1189' '856']0
['1580' '2127' '139' '1846']0
['322' '2128' '601' '1036']0
['1784' '2097' '1063' '1702']0
['939' '319' '1610' '1403']1
['1783' '2393' '393' '148']0
['1847' '2141' '1609' '948']0
['1984' '728' '265' '1172']1
['983' '1833' '932' '224']0
['344' '1099' '1317' '835']0
['1310' '1172' '1387' '167']0
['846' '2128' '1555' '167']0
['1929' '735' '1776' '1752']0
['1317' '766' '892' '834']0
['983' '2333' '612' '552']0
['1911' '285' '1730' '1076']0
['983' '1821' '1001' '1177']0
['1292' '2173' '433' '1094']0
['1310' '2072' '147' '1846']1
['1784' '598' '1188' '1702']0
['1562' '43' '36' '139']1
['31' '1770' '1098' '1189']0
['755' '151' '812' '1702']0
['1262' '1412' '1548' '903']0
['119' '1161' '1008' '1846']0
['1105' '170' '1636' '1162']0
['155' '653' '166' '47']0
['344' '1835' '687' '1195']0
['287' '388' '26' '52']1
['285' '519' '567' '1169']0
['344' '2136' '1505' '809']0
['1179' '2393' '202' '1854']1
['671' '453' '27' '1655']1
['124' '234' '1580' '327']0
['1008' '1812' '939' '809']0
['448' '1164' '1610' '1533']0
['1538' '243' '1610' '1515']0
['131' '726' '1418' '1743']0
['485' '1955' '895' '835']0
['1319' '1501' '323' '37']0
['344' '2128' '458' '16']0
['1811' '719' '349' '535']0
['124' '722' '1175' '1090']0
['1565' '2128' '976' '1701']0
['124' '452' '1416' '266']0
['927' '1491' '1605' '1851']0
['1791' '603' '1416' '1702']0
['467' '1338' '775' '1214']0
['401' '243' '1510' '1743']0
['22' '1150' '1643' '509']0
['1797' '1491' '251' '46']0
['1310' '556' '271' '809']1
['1310' '2128' '680' '1710']0
['688' '1164' '93' '825']0
['267' '78' '1416' '1702']0
['1656' '1774' '295' '1520']1
['356' '1645' '812' '1702']0
['962' '2364' '323' '1858']0
['1913' '932' '265' '80']1
['651' '1069' '1392' '903']0
['283' '691' '812' '1057']0
['634' '73' '1776' '970']0
['114' '1080' '1211' '1891']0
['1047' '2128' '1203' '442']0
['67' '722' '1056' '1068']0
['1243' '2167' '1643' '1371']0
['1597' '1950' '268' '1846']1
['608' '2213' '129' '809']1
['1994' '1362' '406' '8']1
['240' '1531' '537' '1571']0
['37' '2364' '1295' '1701']0
['1047' '170' '1506' '1168']0
['287' '869' '1267' '851']0
['1007' '1069' '1035' '1702']0
['124' '452' '1591' '1447']0
['701' '1020' '9' '1718']1
['1311' '1110' '1755' '1911']0
['265' '1212' '1150' '233']0
['94' '1526' '1188' '1702']0
['655' '243' '456' '327']0
['1157' '2012' '1008' '946']0
['1784' '505' '1188' '968']0
['114' '1058' '1391' '220']0
['281' '1766' '1610' '1288']0
['1474' '1487' '906' '1434']1
['1784' '640' '1523' '903']0
['961' '1501' '1610' '1613']0
['1783' '170' '587' '320']0
['1819' '126' '1396' '1702']0
['1676' '1491' '323' '880']0
['344' '1675' '11' '1702']1
['386' '145' '134' '646']1
['1823' '2220' '271' '1721']1
['1801' '567' '1437' '1854']0
['1562' '2128' '161' '903']0
['1317' '2128' '1373' '1669']0
['1819' '1096' '1541' '327']0
['1996' '340' '1429' '167']0
['200' '114' '122' '1539']1
['961' '1501' '1610' '1613']0
['407' '1472' '455' '1810']0
['624' '78' '779' '109']0
['639' '1491' '148' '15']0
['278' '1101' '914' '936']0
['1783' '1041' '1078' '949']0
['123' '1096' '1396' '1702']1
['131' '2318' '323' '1219']0
['1784' '120' '974' '858']0
['1319' '2355' '401' '1624']0
['1784' '845' '4' '1702']1
['233' '122' '1060' '858']0
['648' '124' '155' '148']1
['842' '275' '669' '238']0
['79' '303' '1609' '1702']0
['287' '1292' '1773' '167']0
['1008' '1149' '751' '1864']0
['200' '114' '122' '1539']1
['1784' '1178' '1610' '1281']1
['881' '1361' '375' '903']0
['99' '133' '1731' '1157']0
['1789' '78' '904' '1702']0
['881' '1230' '328' '1782']0
['1477' '1212' '502' '834']1
['172' '1723' '139' '1715']0
['19' '2136' '1107' '492']0
['1006' '1806' '404' '109']0
['1724' '451' '974' '1782']0
['1350' '1165' '41' '1718']1
['1140' '1096' '1338' '213']0
['236' '1209' '1498' '1095']0
['1332' '1472' '812' '1916']0
['1795' '2393' '448' '903']0
['1310' '2128' '1521' '1168']0
['1008' '1908' '1008' '946']0
['983' '615' '1748' '515']0
['1292' '355' '1610' '355']0
['1527' '2128' '606' '1056']0
['1008' '1798' '1731' '1548']0
['124' '357' '1803' '1217']0
['1202' '2332' '433' '1175']0
['1045' '243' '655' '1348']0
['1548' '1491' '1610' '59']0
['0' '1858' '351' '1702']0
['1784' '617' '271' '253']1
['283' '1332' '1106' '1658']0
['1819' '2128' '444' '1168']0
['791' '1968' '328' '1702']0
['1390' '2238' '84' '946']1
['344' '2333' '826' '1743']0
['287' '1873' '1610' '1826']0
['793' '2242' '974' '1258']0
['226' '2029' '1723' '1891']0
['124' '1243' '906' '1434']0
['1784' '1745' '895' '1281']0
['1528' '1308' '1359' '950']0
['716' '2393' '1609' '1701']0
['93' '1212' '1007' '497']0
['319' '243' '906' '1862']0
['1784' '1376' '1188' '162']0
['233' '98' '1530' '1805']0
['1096' '550' '1731' '1701']0
['1747' '1069' '1731' '1096']0
['929' '1491' '323' '1661']0
['344' '2172' '139' '1885']1
['407' '484' '1643' '1666']0
['114' '2363' '1643' '387']0
['124' '2222' '1610' '796']0
['53' '44' '1024' '552']0
['616' '366' '1610' '1914']0
['1343' '1491' '1610' '869']0
['1368' '1041' '413' '698']0
['1021' '1295' '1610' '1615']0
['1139' '1096' '1739' '831']0
['124' '635' '957' '856']0
['233' '1521' '831' '787']0
['236' '1906' '904' '242']0
['1008' '565' '271' '1464']1
['873' '1491' '1610' '340']0
['1562' '146' '843' '1544']0
['386' '2145' '698' '686']0
['1680' '1491' '880' '230']0
['686' '1587' '265' '1197']1
['1828' '1492' '932' '1451']0
['1310' '1372' '1687' '1702']0
['1784' '937' '892' '408']0
['501' '393' '375' '1762']0
['287' '869' '1267' '851']0
['233' '1958' '800' '1754']0
['363' '1491' '1610' '1032']0
['344' '1031' '892' '793']0
['93' '2128' '1036' '1778']0
['217' '86' '375' '834']0
['1031' '1491' '1610' '1224']0
['1783' '2326' '393' '1083']0
['1929' '1541' '129' '1846']1
['1784' '1775' '1188' '47']0
['933' '243' '731' '948']0
['349' '1447' '380' '1500']0
['1466' '385' '106' '870']1
['65' '78' '1593' '109']0
['1319' '396' '303' '946']1
['265' '78' '1770' '781']0
['498' '2133' '906' '1449']0
['1057' '1208' '778' '167']0
['1562' '43' '217' '1540']1
['1783' '1966' '642' '1168']0
['314' '2270' '1776' '1701']0
['1319' '990' '413' '1702']0
['1554' '401' '413' '1352']0
['344' '1239' '191' '1726']1
['233' '905' '784' '773']0
['23' '905' '906' '1846']0
['344' '2323' '1008' '430']0
['1008' '546' '502' '834']1
['19' '219' '1617' '1147']0
['1150' '170' '281' '1168']0
['1819' '334' '852' '950']0
['803' '243' '1042' '644']0
['344' '2309' '1211' '1168']0
['1955' '306' '1188' '1702']0
['1406' '1156' '129' '1846']1
['407' '484' '1643' '1666']0
['1783' '1416' '1618' '838']0
['1047' '2128' '1086' '1426']0
['587' '243' '1776' '733']0
['906' '541' '618' '619']0
['1310' '1915' '1709' '151']0
['1849' '2173' '1536' '1702']0
['124' '2143' '1188' '96']0
['584' '1491' '1610' '1373']0
['67' '1471' '583' '948']0
['344' '1581' '1610' '136']0
['246' '1209' '806' '1434']0
['1317' '2128' '52' '226']0
['147' '2008' '422' '1808']0
['804' '1386' '1345' '831']0
['1281' '267' '265' '1627']1
['937' '1416' '265' '1511']1
['508' '170' '1073' '452']0
['233' '800' '1092' '1846']0
['1850' '2307' '1196' '1702']0
['415' '924' '1106' '1702']0
['638' '473' '1196' '948']0
['287' '1614' '265' '1202']1
['721' '2096' '1027' '52']0
['498' '78' '681' '1668']0
['1093' '2343' '1211' '1168']0
['379' '993' '375' '834']0
['1783' '1339' '1437' '412']0
['1831' '1491' '1611' '1883']0
['1310' '28' '134' '1923']1
['907' '1084' '265' '1759']1
['1109' '237' '712' '446']0
['1929' '1959' '435' '238']0
['983' '1828' '974' '109']0
['71' '2096' '818' '1434']0
['1784' '57' '218' '903']0
['1784' '826' '1801' '375']0
['955' '852' '1610' '524']1
['1310' '702' '147' '1846']1
['1338' '2141' '311' '539']1
['889' '2376' '974' '109']0
['1887' '654' '1610' '1050']0
['1824' '1305' '916' '1168']0
['1310' '2128' '1250' '1846']0
['1889' '2128' '1743' '167']0
['93' '1477' '1609' '834']0
['131' '2318' '550' '1701']0
['124' '452' '1416' '1704']0
['1712' '2105' '375' '246']0
['0' '692' '1188' '201']0
['1099' '1578' '974' '109']0
['128' '1069' '365' '677']0
['395' '209' '375' '903']0
['1716' '2072' '147' '1037']1
['1292' '357' '1609' '1273']0
['78' '1988' '1643' '856']0
['287' '2289' '1188' '1105']0
['1784' '412' '801' '1720']0
['1619' '1491' '1610' '1899']0
['1547' '2173' '932' '674']0
['1819' '2128' '1067' '1687']0
['207' '2326' '433' '903']0
['1789' '1209' '1175' '109']0
['239' '219' '1527' '213']0
['181' '1212' '1731' '1556']0
['1047' '56' '240' '1796']1
['1492' '2200' '39' '1702']1
['746' '200' '1658' '1702']0
['233' '41' '1392' '1531']0
['1317' '2128' '52' '226']0
['213' '2135' '788' '1473']0
['1292' '1443' '81' '1668']1
['19' '2128' '1722' '882']0
['1961' '447' '1196' '22']0
['287' '2036' '892' '408']0
['344' '2364' '323' '796']0
['1785' '1648' '243' '834']1
['672' '431' '502' '619']1
['1084' '2128' '356' '202']0
['125' '2127' '1739' '192']0
['1332' '1472' '812' '1916']0
['145' '76' '1386' '94']0
['153' '146' '139' '824']0
['131' '1209' '1169' '786']0
['1717' '340' '1396' '1702']1
['117' '1070' '892' '109']0
['499' '1105' '242' '1168']1
['1955' '1845' '147' '515']1
['124' '2356' '1733' '1149']0
['226' '1386' '735' '331']0
['1681' '170' '791' '453']0
['642' '1526' '139' '1503']1
['1661' '1378' '887' '1018']0
['67' '722' '1056' '1068']0
['1979' '259' '15' '164']1
['1819' '334' '682' '173']0
['53' '44' '1024' '552']0
['1491' '2068' '375' '1701']0
['226' '814' '892' '1702']0
['1310' '1212' '129' '1911']1
['263' '1066' '327' '82']0
['1819' '854' '1' '1101']1
['126' '257' '901' '178']0
['1188' '2347' '892' '1743']0
['1784' '2052' '1533' '1168']0
['1906' '714' '375' '1871']0
['1985' '1884' '1152' '142']0
['22' '78' '1403' '948']0
['858' '797' '305' '834']1
['1311' '1110' '1755' '1911']0
['1310' '479' '16' '1915']1
['1950' '2393' '511' '1668']0
['1613' '1630' '257' '156']1
['451' '1491' '940' '756']0
['156' '1416' '798' '263']0
['369' '2136' '854' '831']0
['1839' '1491' '1610' '1292']0
['386' '2128' '1458' '1168']0
